"DATE","TIME PERIOD","Rate for the overnight maturity calculated as the euro short-term rate plus a spread of 8.5 basis points (EON.D.EONIA_TO.RATE)"
"2016-06-03","03 Jun 2016","-0.338"
"2016-06-06","06 Jun 2016","-0.331"
"2016-06-07","07 Jun 2016","-0.333"
"2016-06-08","08 Jun 2016","-0.337"
"2016-06-09","09 Jun 2016","-0.331"
"2016-06-10","10 Jun 2016","-0.329"
"2016-06-13","13 Jun 2016","-0.327"
"2016-06-14","14 Jun 2016","-0.330"
"2016-06-15","15 Jun 2016","-0.334"
"2016-06-16","16 Jun 2016","-0.335"
"2016-06-17","17 Jun 2016","-0.341"
"2016-06-20","20 Jun 2016","-0.341"
"2016-06-21","21 Jun 2016","-0.335"
"2016-06-22","22 Jun 2016","-0.340"
"2016-06-23","23 Jun 2016","-0.345"
"2016-06-24","24 Jun 2016","-0.323"
"2016-06-27","27 Jun 2016","-0.336"
"2016-06-28","28 Jun 2016","-0.337"
"2016-06-29","29 Jun 2016","-0.337"
"2016-06-30","30 Jun 2016","-0.293"
"2016-07-01","01 Jul 2016","-0.321"
"2016-07-04","04 Jul 2016","-0.315"
"2016-07-05","05 Jul 2016","-0.323"
"2016-07-06","06 Jul 2016","-0.326"
"2016-07-07","07 Jul 2016","-0.329"
"2016-07-08","08 Jul 2016","-0.321"
"2016-07-11","11 Jul 2016","-0.326"
"2016-07-12","12 Jul 2016","-0.324"
"2016-07-13","13 Jul 2016","-0.326"
"2016-07-14","14 Jul 2016","-0.332"
"2016-07-15","15 Jul 2016","-0.333"
"2016-07-18","18 Jul 2016","-0.334"
"2016-07-19","19 Jul 2016","-0.336"
"2016-07-20","20 Jul 2016","-0.333"
"2016-07-21","21 Jul 2016","-0.335"
"2016-07-22","22 Jul 2016","-0.335"
"2016-07-25","25 Jul 2016","-0.334"
"2016-07-26","26 Jul 2016","-0.334"
"2016-07-27","27 Jul 2016","-0.331"
"2016-07-28","28 Jul 2016","-0.335"
"2016-07-29","29 Jul 2016","-0.321"
"2016-08-01","01 Aug 2016","-0.330"
"2016-08-02","02 Aug 2016","-0.331"
"2016-08-03","03 Aug 2016","-0.332"
"2016-08-04","04 Aug 2016","-0.337"
"2016-08-05","05 Aug 2016","-0.339"
"2016-08-08","08 Aug 2016","-0.342"
"2016-08-09","09 Aug 2016","-0.338"
"2016-08-10","10 Aug 2016","-0.333"
"2016-08-11","11 Aug 2016","-0.344"
"2016-08-12","12 Aug 2016","-0.347"
"2016-08-15","15 Aug 2016","-0.346"
"2016-08-16","16 Aug 2016","-0.336"
"2016-08-17","17 Aug 2016","-0.338"
"2016-08-18","18 Aug 2016","-0.339"
"2016-08-19","19 Aug 2016","-0.342"
"2016-08-22","22 Aug 2016","-0.341"
"2016-08-23","23 Aug 2016","-0.340"
"2016-08-24","24 Aug 2016","-0.339"
"2016-08-25","25 Aug 2016","-0.341"
"2016-08-26","26 Aug 2016","-0.343"
"2016-08-29","29 Aug 2016","-0.345"
"2016-08-30","30 Aug 2016","-0.341"
"2016-08-31","31 Aug 2016","-0.329"
"2016-09-01","01 Sep 2016","-0.338"
"2016-09-02","02 Sep 2016","-0.339"
"2016-09-05","05 Sep 2016","-0.339"
"2016-09-06","06 Sep 2016","-0.341"
"2016-09-07","07 Sep 2016","-0.354"
"2016-09-08","08 Sep 2016","-0.337"
"2016-09-09","09 Sep 2016","-0.342"
"2016-09-12","12 Sep 2016","-0.344"
"2016-09-13","13 Sep 2016","-0.346"
"2016-09-14","14 Sep 2016","-0.342"
"2016-09-15","15 Sep 2016","-0.345"
"2016-09-16","16 Sep 2016","-0.346"
"2016-09-19","19 Sep 2016","-0.347"
"2016-09-20","20 Sep 2016","-0.346"
"2016-09-21","21 Sep 2016","-0.347"
"2016-09-22","22 Sep 2016","-0.342"
"2016-09-23","23 Sep 2016","-0.345"
"2016-09-26","26 Sep 2016","-0.345"
"2016-09-27","27 Sep 2016","-0.343"
"2016-09-28","28 Sep 2016","-0.346"
"2016-09-29","29 Sep 2016","-0.343"
"2016-09-30","30 Sep 2016","-0.329"
"2016-10-03","03 Oct 2016","-0.321"
"2016-10-04","04 Oct 2016","-0.344"
"2016-10-05","05 Oct 2016","-0.342"
"2016-10-06","06 Oct 2016","-0.346"
"2016-10-07","07 Oct 2016","-0.349"
"2016-10-10","10 Oct 2016","-0.345"
"2016-10-11","11 Oct 2016","-0.348"
"2016-10-12","12 Oct 2016","-0.347"
"2016-10-13","13 Oct 2016","-0.348"
"2016-10-14","14 Oct 2016","-0.350"
"2016-10-17","17 Oct 2016","-0.352"
"2016-10-18","18 Oct 2016","-0.349"
"2016-10-19","19 Oct 2016","-0.351"
"2016-10-20","20 Oct 2016","-0.349"
"2016-10-21","21 Oct 2016","-0.348"
"2016-10-24","24 Oct 2016","-0.350"
"2016-10-25","25 Oct 2016","-0.352"
"2016-10-26","26 Oct 2016","-0.351"
"2016-10-27","27 Oct 2016","-0.354"
"2016-10-28","28 Oct 2016","-0.351"
"2016-10-31","31 Oct 2016","-0.332"
"2016-11-01","01 Nov 2016","-0.348"
"2016-11-02","02 Nov 2016","-0.343"
"2016-11-03","03 Nov 2016","-0.343"
"2016-11-04","04 Nov 2016","-0.343"
"2016-11-07","07 Nov 2016","-0.344"
"2016-11-08","08 Nov 2016","-0.344"
"2016-11-09","09 Nov 2016","-0.356"
"2016-11-10","10 Nov 2016","-0.353"
"2016-11-11","11 Nov 2016","-0.350"
"2016-11-14","14 Nov 2016","-0.347"
"2016-11-15","15 Nov 2016","-0.349"
"2016-11-16","16 Nov 2016","-0.356"
"2016-11-17","17 Nov 2016","-0.349"
"2016-11-18","18 Nov 2016","-0.350"
"2016-11-21","21 Nov 2016","-0.349"
"2016-11-22","22 Nov 2016","-0.351"
"2016-11-23","23 Nov 2016","-0.348"
"2016-11-24","24 Nov 2016","-0.352"
"2016-11-25","25 Nov 2016","-0.350"
"2016-11-28","28 Nov 2016","-0.353"
"2016-11-29","29 Nov 2016","-0.351"
"2016-11-30","30 Nov 2016","-0.343"
"2016-12-01","01 Dec 2016","-0.344"
"2016-12-02","02 Dec 2016","-0.347"
"2016-12-05","05 Dec 2016","-0.347"
"2016-12-06","06 Dec 2016","-0.351"
"2016-12-07","07 Dec 2016","-0.349"
"2016-12-08","08 Dec 2016","-0.346"
"2016-12-09","09 Dec 2016","-0.348"
"2016-12-12","12 Dec 2016","-0.350"
"2016-12-13","13 Dec 2016","-0.352"
"2016-12-14","14 Dec 2016","-0.351"
"2016-12-15","15 Dec 2016","-0.356"
"2016-12-16","16 Dec 2016","-0.354"
"2016-12-19","19 Dec 2016","-0.354"
"2016-12-20","20 Dec 2016","-0.354"
"2016-12-21","21 Dec 2016","-0.353"
"2016-12-22","22 Dec 2016","-0.354"
"2016-12-23","23 Dec 2016","-0.356"
"2016-12-27","27 Dec 2016","-0.355"
"2016-12-28","28 Dec 2016","-0.354"
"2016-12-29","29 Dec 2016","-0.355"
"2016-12-30","30 Dec 2016","-0.329"
"2017-01-02","02 Jan 2017","-0.356"
"2017-01-03","03 Jan 2017","-0.348"
"2017-01-04","04 Jan 2017","-0.345"
"2017-01-05","05 Jan 2017","-0.354"
"2017-01-06","06 Jan 2017","-0.356"
"2017-01-09","09 Jan 2017","-0.351"
"2017-01-10","10 Jan 2017","-0.351"
"2017-01-11","11 Jan 2017","-0.351"
"2017-01-12","12 Jan 2017","-0.353"
"2017-01-13","13 Jan 2017","-0.352"
"2017-01-16","16 Jan 2017","-0.353"
"2017-01-17","17 Jan 2017","-0.352"
"2017-01-18","18 Jan 2017","-0.352"
"2017-01-19","19 Jan 2017","-0.351"
"2017-01-20","20 Jan 2017","-0.351"
"2017-01-23","23 Jan 2017","-0.353"
"2017-01-24","24 Jan 2017","-0.353"
"2017-01-25","25 Jan 2017","-0.354"
"2017-01-26","26 Jan 2017","-0.352"
"2017-01-27","27 Jan 2017","-0.351"
"2017-01-30","30 Jan 2017","-0.350"
"2017-01-31","31 Jan 2017","-0.345"
"2017-02-01","01 Feb 2017","-0.347"
"2017-02-02","02 Feb 2017","-0.351"
"2017-02-03","03 Feb 2017","-0.348"
"2017-02-06","06 Feb 2017","-0.351"
"2017-02-07","07 Feb 2017","-0.349"
"2017-02-08","08 Feb 2017","-0.350"
"2017-02-09","09 Feb 2017","-0.353"
"2017-02-10","10 Feb 2017","-0.352"
"2017-02-13","13 Feb 2017","-0.354"
"2017-02-14","14 Feb 2017","-0.353"
"2017-02-15","15 Feb 2017","-0.353"
"2017-02-16","16 Feb 2017","-0.354"
"2017-02-17","17 Feb 2017","-0.355"
"2017-02-20","20 Feb 2017","-0.354"
"2017-02-21","21 Feb 2017","-0.356"
"2017-02-22","22 Feb 2017","-0.360"
"2017-02-23","23 Feb 2017","-0.356"
"2017-02-24","24 Feb 2017","-0.359"
"2017-02-27","27 Feb 2017","-0.357"
"2017-02-28","28 Feb 2017","-0.345"
"2017-03-01","01 Mar 2017","-0.350"
"2017-03-02","02 Mar 2017","-0.351"
"2017-03-03","03 Mar 2017","-0.349"
"2017-03-06","06 Mar 2017","-0.352"
"2017-03-07","07 Mar 2017","-0.353"
"2017-03-08","08 Mar 2017","-0.353"
"2017-03-09","09 Mar 2017","-0.353"
"2017-03-10","10 Mar 2017","-0.352"
"2017-03-13","13 Mar 2017","-0.353"
"2017-03-14","14 Mar 2017","-0.354"
"2017-03-15","15 Mar 2017","-0.354"
"2017-03-16","16 Mar 2017","-0.354"
"2017-03-17","17 Mar 2017","-0.353"
"2017-03-20","20 Mar 2017","-0.350"
"2017-03-21","21 Mar 2017","-0.347"
"2017-03-22","22 Mar 2017","-0.357"
"2017-03-23","23 Mar 2017","-0.357"
"2017-03-24","24 Mar 2017","-0.356"
"2017-03-27","27 Mar 2017","-0.357"
"2017-03-28","28 Mar 2017","-0.357"
"2017-03-29","29 Mar 2017","-0.357"
"2017-03-30","30 Mar 2017","-0.356"
"2017-03-31","31 Mar 2017","-0.355"
"2017-04-03","03 Apr 2017","-0.353"
"2017-04-04","04 Apr 2017","-0.351"
"2017-04-05","05 Apr 2017","-0.352"
"2017-04-06","06 Apr 2017","-0.353"
"2017-04-07","07 Apr 2017","-0.353"
"2017-04-10","10 Apr 2017","-0.357"
"2017-04-11","11 Apr 2017","-0.358"
"2017-04-12","12 Apr 2017","-0.359"
"2017-04-13","13 Apr 2017","-0.358"
"2017-04-18","18 Apr 2017","-0.359"
"2017-04-19","19 Apr 2017","-0.359"
"2017-04-20","20 Apr 2017","-0.358"
"2017-04-21","21 Apr 2017","-0.358"
"2017-04-24","24 Apr 2017","-0.358"
"2017-04-25","25 Apr 2017","-0.362"
"2017-04-26","26 Apr 2017","-0.363"
"2017-04-27","27 Apr 2017","-0.362"
"2017-04-28","28 Apr 2017","-0.351"
"2017-05-02","02 May 2017","-0.356"
"2017-05-03","03 May 2017","-0.357"
"2017-05-04","04 May 2017","-0.357"
"2017-05-05","05 May 2017","-0.357"
"2017-05-08","08 May 2017","-0.356"
"2017-05-09","09 May 2017","-0.357"
"2017-05-10","10 May 2017","-0.358"
"2017-05-11","11 May 2017","-0.361"
"2017-05-12","12 May 2017","-0.358"
"2017-05-15","15 May 2017","-0.358"
"2017-05-16","16 May 2017","-0.367"
"2017-05-17","17 May 2017","-0.359"
"2017-05-18","18 May 2017","-0.362"
"2017-05-19","19 May 2017","-0.360"
"2017-05-22","22 May 2017","-0.359"
"2017-05-23","23 May 2017","-0.360"
"2017-05-24","24 May 2017","-0.359"
"2017-05-25","25 May 2017","-0.365"
"2017-05-26","26 May 2017","-0.359"
"2017-05-29","29 May 2017","-0.361"
"2017-05-30","30 May 2017","-0.361"
"2017-05-31","31 May 2017","-0.348"
"2017-06-01","01 Jun 2017","-0.355"
"2017-06-02","02 Jun 2017","-0.331"
"2017-06-05","05 Jun 2017","-0.373"
"2017-06-06","06 Jun 2017","-0.358"
"2017-06-07","07 Jun 2017","-0.362"
"2017-06-08","08 Jun 2017","-0.358"
"2017-06-09","09 Jun 2017","-0.360"
"2017-06-12","12 Jun 2017","-0.358"
"2017-06-13","13 Jun 2017","-0.358"
"2017-06-14","14 Jun 2017","-0.358"
"2017-06-15","15 Jun 2017","-0.361"
"2017-06-16","16 Jun 2017","-0.355"
"2017-06-19","19 Jun 2017","-0.360"
"2017-06-20","20 Jun 2017","-0.362"
"2017-06-21","21 Jun 2017","-0.362"
"2017-06-22","22 Jun 2017","-0.362"
"2017-06-23","23 Jun 2017","-0.362"
"2017-06-26","26 Jun 2017","-0.362"
"2017-06-27","27 Jun 2017","-0.362"
"2017-06-28","28 Jun 2017","-0.362"
"2017-06-29","29 Jun 2017","-0.360"
"2017-06-30","30 Jun 2017","-0.350"
"2017-07-03","03 Jul 2017","-0.356"
"2017-07-04","04 Jul 2017","-0.357"
"2017-07-05","05 Jul 2017","-0.357"
"2017-07-06","06 Jul 2017","-0.359"
"2017-07-07","07 Jul 2017","-0.359"
"2017-07-10","10 Jul 2017","-0.360"
"2017-07-11","11 Jul 2017","-0.360"
"2017-07-12","12 Jul 2017","-0.359"
"2017-07-13","13 Jul 2017","-0.360"
"2017-07-14","14 Jul 2017","-0.361"
"2017-07-17","17 Jul 2017","-0.362"
"2017-07-18","18 Jul 2017","-0.362"
"2017-07-19","19 Jul 2017","-0.362"
"2017-07-20","20 Jul 2017","-0.362"
"2017-07-21","21 Jul 2017","-0.361"
"2017-07-24","24 Jul 2017","-0.361"
"2017-07-25","25 Jul 2017","-0.362"
"2017-07-26","26 Jul 2017","-0.361"
"2017-07-27","27 Jul 2017","-0.361"
"2017-07-28","28 Jul 2017","-0.359"
"2017-07-31","31 Jul 2017","-0.348"
"2017-08-01","01 Aug 2017","-0.356"
"2017-08-02","02 Aug 2017","-0.354"
"2017-08-03","03 Aug 2017","-0.350"
"2017-08-04","04 Aug 2017","-0.356"
"2017-08-07","07 Aug 2017","-0.353"
"2017-08-08","08 Aug 2017","-0.355"
"2017-08-09","09 Aug 2017","-0.354"
"2017-08-10","10 Aug 2017","-0.353"
"2017-08-11","11 Aug 2017","-0.356"
"2017-08-14","14 Aug 2017","-0.355"
"2017-08-15","15 Aug 2017","-0.356"
"2017-08-16","16 Aug 2017","-0.358"
"2017-08-17","17 Aug 2017","-0.358"
"2017-08-18","18 Aug 2017","-0.358"
"2017-08-21","21 Aug 2017","-0.358"
"2017-08-22","22 Aug 2017","-0.358"
"2017-08-23","23 Aug 2017","-0.358"
"2017-08-24","24 Aug 2017","-0.357"
"2017-08-25","25 Aug 2017","-0.358"
"2017-08-28","28 Aug 2017","-0.358"
"2017-08-29","29 Aug 2017","-0.360"
"2017-08-30","30 Aug 2017","-0.360"
"2017-08-31","31 Aug 2017","-0.345"
"2017-09-01","01 Sep 2017","-0.357"
"2017-09-04","04 Sep 2017","-0.356"
"2017-09-05","05 Sep 2017","-0.357"
"2017-09-06","06 Sep 2017","-0.356"
"2017-09-07","07 Sep 2017","-0.357"
"2017-09-08","08 Sep 2017","-0.348"
"2017-09-11","11 Sep 2017","-0.357"
"2017-09-12","12 Sep 2017","-0.358"
"2017-09-13","13 Sep 2017","-0.358"
"2017-09-14","14 Sep 2017","-0.359"
"2017-09-15","15 Sep 2017","-0.360"
"2017-09-18","18 Sep 2017","-0.363"
"2017-09-19","19 Sep 2017","-0.361"
"2017-09-20","20 Sep 2017","-0.360"
"2017-09-21","21 Sep 2017","-0.366"
"2017-09-22","22 Sep 2017","-0.359"
"2017-09-25","25 Sep 2017","-0.360"
"2017-09-26","26 Sep 2017","-0.359"
"2017-09-27","27 Sep 2017","-0.361"
"2017-09-28","28 Sep 2017","-0.360"
"2017-09-29","29 Sep 2017","-0.349"
"2017-10-02","02 Oct 2017","-0.356"
"2017-10-03","03 Oct 2017","-0.356"
"2017-10-04","04 Oct 2017","-0.359"
"2017-10-05","05 Oct 2017","-0.359"
"2017-10-06","06 Oct 2017","-0.359"
"2017-10-09","09 Oct 2017","-0.360"
"2017-10-10","10 Oct 2017","-0.361"
"2017-10-11","11 Oct 2017","-0.362"
"2017-10-12","12 Oct 2017","-0.361"
"2017-10-13","13 Oct 2017","-0.359"
"2017-10-16","16 Oct 2017","-0.359"
"2017-10-17","17 Oct 2017","-0.361"
"2017-10-18","18 Oct 2017","-0.360"
"2017-10-19","19 Oct 2017","-0.360"
"2017-10-20","20 Oct 2017","-0.361"
"2017-10-23","23 Oct 2017","-0.362"
"2017-10-24","24 Oct 2017","-0.361"
"2017-10-25","25 Oct 2017","-0.362"
"2017-10-26","26 Oct 2017","-0.364"
"2017-10-27","27 Oct 2017","-0.360"
"2017-10-30","30 Oct 2017","-0.348"
"2017-10-31","31 Oct 2017","-0.348"
"2017-11-01","01 Nov 2017","-0.350"
"2017-11-02","02 Nov 2017","-0.352"
"2017-11-03","03 Nov 2017","-0.353"
"2017-11-06","06 Nov 2017","-0.354"
"2017-11-07","07 Nov 2017","-0.357"
"2017-11-08","08 Nov 2017","-0.356"
"2017-11-09","09 Nov 2017","-0.355"
"2017-11-10","10 Nov 2017","-0.357"
"2017-11-13","13 Nov 2017","-0.356"
"2017-11-14","14 Nov 2017","-0.356"
"2017-11-15","15 Nov 2017","-0.357"
"2017-11-16","16 Nov 2017","-0.358"
"2017-11-17","17 Nov 2017","-0.359"
"2017-11-20","20 Nov 2017","-0.358"
"2017-11-21","21 Nov 2017","-0.359"
"2017-11-22","22 Nov 2017","-0.358"
"2017-11-23","23 Nov 2017","-0.359"
"2017-11-24","24 Nov 2017","-0.359"
"2017-11-27","27 Nov 2017","-0.365"
"2017-11-28","28 Nov 2017","-0.362"
"2017-11-29","29 Nov 2017","-0.301"
"2017-11-30","30 Nov 2017","-0.241"
"2017-12-01","01 Dec 2017","-0.291"
"2017-12-04","04 Dec 2017","-0.319"
"2017-12-05","05 Dec 2017","-0.324"
"2017-12-06","06 Dec 2017","-0.326"
"2017-12-07","07 Dec 2017","-0.327"
"2017-12-08","08 Dec 2017","-0.329"
"2017-12-11","11 Dec 2017","-0.330"
"2017-12-12","12 Dec 2017","-0.345"
"2017-12-13","13 Dec 2017","-0.360"
"2017-12-14","14 Dec 2017","-0.362"
"2017-12-15","15 Dec 2017","-0.363"
"2017-12-18","18 Dec 2017","-0.358"
"2017-12-19","19 Dec 2017","-0.350"
"2017-12-20","20 Dec 2017","-0.355"
"2017-12-21","21 Dec 2017","-0.353"
"2017-12-22","22 Dec 2017","-0.353"
"2017-12-27","27 Dec 2017","-0.357"
"2017-12-28","28 Dec 2017","-0.355"
"2017-12-29","29 Dec 2017","-0.346"
"2018-01-02","02 Jan 2018","-0.370"
"2018-01-03","03 Jan 2018","-0.356"
"2018-01-04","04 Jan 2018","-0.356"
"2018-01-05","05 Jan 2018","-0.357"
"2018-01-08","08 Jan 2018","-0.357"
"2018-01-09","09 Jan 2018","-0.358"
"2018-01-10","10 Jan 2018","-0.370"
"2018-01-11","11 Jan 2018","-0.360"
"2018-01-12","12 Jan 2018","-0.359"
"2018-01-15","15 Jan 2018","-0.369"
"2018-01-16","16 Jan 2018","-0.370"
"2018-01-17","17 Jan 2018","-0.363"
"2018-01-18","18 Jan 2018","-0.370"
"2018-01-19","19 Jan 2018","-0.362"
"2018-01-22","22 Jan 2018","-0.363"
"2018-01-23","23 Jan 2018","-0.363"
"2018-01-24","24 Jan 2018","-0.363"
"2018-01-25","25 Jan 2018","-0.363"
"2018-01-26","26 Jan 2018","-0.364"
"2018-01-29","29 Jan 2018","-0.363"
"2018-01-30","30 Jan 2018","-0.361"
"2018-01-31","31 Jan 2018","-0.355"
"2018-02-01","01 Feb 2018","-0.363"
"2018-02-02","02 Feb 2018","-0.363"
"2018-02-05","05 Feb 2018","-0.366"
"2018-02-06","06 Feb 2018","-0.367"
"2018-02-07","07 Feb 2018","-0.365"
"2018-02-08","08 Feb 2018","-0.363"
"2018-02-09","09 Feb 2018","-0.365"
"2018-02-12","12 Feb 2018","-0.363"
"2018-02-13","13 Feb 2018","-0.362"
"2018-02-14","14 Feb 2018","-0.364"
"2018-02-15","15 Feb 2018","-0.363"
"2018-02-16","16 Feb 2018","-0.366"
"2018-02-19","19 Feb 2018","-0.368"
"2018-02-20","20 Feb 2018","-0.369"
"2018-02-21","21 Feb 2018","-0.368"
"2018-02-22","22 Feb 2018","-0.369"
"2018-02-23","23 Feb 2018","-0.368"
"2018-02-26","26 Feb 2018","-0.370"
"2018-02-27","27 Feb 2018","-0.361"
"2018-02-28","28 Feb 2018","-0.351"
"2018-03-01","01 Mar 2018","-0.361"
"2018-03-02","02 Mar 2018","-0.362"
"2018-03-05","05 Mar 2018","-0.362"
"2018-03-06","06 Mar 2018","-0.365"
"2018-03-07","07 Mar 2018","-0.363"
"2018-03-08","08 Mar 2018","-0.361"
"2018-03-09","09 Mar 2018","-0.361"
"2018-03-12","12 Mar 2018","-0.363"
"2018-03-13","13 Mar 2018","-0.364"
"2018-03-14","14 Mar 2018","-0.363"
"2018-03-15","15 Mar 2018","-0.366"
"2018-03-16","16 Mar 2018","-0.366"
"2018-03-19","19 Mar 2018","-0.368"
"2018-03-20","20 Mar 2018","-0.368"
"2018-03-21","21 Mar 2018","-0.367"
"2018-03-22","22 Mar 2018","-0.368"
"2018-03-23","23 Mar 2018","-0.366"
"2018-03-26","26 Mar 2018","-0.367"
"2018-03-27","27 Mar 2018","-0.368"
"2018-03-28","28 Mar 2018","-0.365"
"2018-03-29","29 Mar 2018","-0.348"
"2018-04-03","03 Apr 2018","-0.362"
"2018-04-04","04 Apr 2018","-0.363"
"2018-04-05","05 Apr 2018","-0.367"
"2018-04-06","06 Apr 2018","-0.368"
"2018-04-09","09 Apr 2018","-0.366"
"2018-04-10","10 Apr 2018","-0.366"
"2018-04-11","11 Apr 2018","-0.365"
"2018-04-12","12 Apr 2018","-0.364"
"2018-04-13","13 Apr 2018","-0.364"
"2018-04-16","16 Apr 2018","-0.367"
"2018-04-17","17 Apr 2018","-0.368"
"2018-04-18","18 Apr 2018","-0.368"
"2018-04-19","19 Apr 2018","-0.368"
"2018-04-20","20 Apr 2018","-0.368"
"2018-04-23","23 Apr 2018","-0.368"
"2018-04-24","24 Apr 2018","-0.367"
"2018-04-25","25 Apr 2018","-0.366"
"2018-04-26","26 Apr 2018","-0.367"
"2018-04-27","27 Apr 2018","-0.367"
"2018-04-30","30 Apr 2018","-0.355"
"2018-05-02","02 May 2018","-0.358"
"2018-05-03","03 May 2018","-0.359"
"2018-05-04","04 May 2018","-0.360"
"2018-05-07","07 May 2018","-0.363"
"2018-05-08","08 May 2018","-0.363"
"2018-05-09","09 May 2018","-0.359"
"2018-05-10","10 May 2018","-0.361"
"2018-05-11","11 May 2018","-0.361"
"2018-05-14","14 May 2018","-0.360"
"2018-05-15","15 May 2018","-0.361"
"2018-05-16","16 May 2018","-0.369"
"2018-05-17","17 May 2018","-0.365"
"2018-05-18","18 May 2018","-0.371"
"2018-05-21","21 May 2018","-0.366"
"2018-05-22","22 May 2018","-0.364"
"2018-05-23","23 May 2018","-0.365"
"2018-05-24","24 May 2018","-0.364"
"2018-05-25","25 May 2018","-0.366"
"2018-05-28","28 May 2018","-0.367"
"2018-05-29","29 May 2018","-0.363"
"2018-05-30","30 May 2018","-0.357"
"2018-05-31","31 May 2018","-0.353"
"2018-06-01","01 Jun 2018","-0.358"
"2018-06-04","04 Jun 2018","-0.356"
"2018-06-05","05 Jun 2018","-0.360"
"2018-06-06","06 Jun 2018","-0.357"
"2018-06-07","07 Jun 2018","-0.356"
"2018-06-08","08 Jun 2018","-0.357"
"2018-06-11","11 Jun 2018","-0.360"
"2018-06-12","12 Jun 2018","-0.362"
"2018-06-13","13 Jun 2018","-0.362"
"2018-06-14","14 Jun 2018","-0.364"
"2018-06-15","15 Jun 2018","-0.365"
"2018-06-18","18 Jun 2018","-0.365"
"2018-06-19","19 Jun 2018","-0.363"
"2018-06-20","20 Jun 2018","-0.364"
"2018-06-21","21 Jun 2018","-0.365"
"2018-06-22","22 Jun 2018","-0.364"
"2018-06-25","25 Jun 2018","-0.363"
"2018-06-26","26 Jun 2018","-0.364"
"2018-06-27","27 Jun 2018","-0.368"
"2018-06-28","28 Jun 2018","-0.366"
"2018-06-29","29 Jun 2018","-0.358"
"2018-07-02","02 Jul 2018","-0.361"
"2018-07-03","03 Jul 2018","-0.364"
"2018-07-04","04 Jul 2018","-0.363"
"2018-07-05","05 Jul 2018","-0.361"
"2018-07-06","06 Jul 2018","-0.362"
"2018-07-09","09 Jul 2018","-0.361"
"2018-07-10","10 Jul 2018","-0.362"
"2018-07-11","11 Jul 2018","-0.362"
"2018-07-12","12 Jul 2018","-0.363"
"2018-07-13","13 Jul 2018","-0.362"
"2018-07-16","16 Jul 2018","-0.364"
"2018-07-17","17 Jul 2018","-0.365"
"2018-07-18","18 Jul 2018","-0.366"
"2018-07-19","19 Jul 2018","-0.366"
"2018-07-20","20 Jul 2018","-0.367"
"2018-07-23","23 Jul 2018","-0.366"
"2018-07-24","24 Jul 2018","-0.366"
"2018-07-25","25 Jul 2018","-0.365"
"2018-07-26","26 Jul 2018","-0.366"
"2018-07-27","27 Jul 2018","-0.366"
"2018-07-30","30 Jul 2018","-0.363"
"2018-07-31","31 Jul 2018","-0.358"
"2018-08-01","01 Aug 2018","-0.358"
"2018-08-02","02 Aug 2018","-0.358"
"2018-08-03","03 Aug 2018","-0.355"
"2018-08-06","06 Aug 2018","-0.361"
"2018-08-07","07 Aug 2018","-0.356"
"2018-08-08","08 Aug 2018","-0.357"
"2018-08-09","09 Aug 2018","-0.357"
"2018-08-10","10 Aug 2018","-0.357"
"2018-08-13","13 Aug 2018","-0.357"
"2018-08-14","14 Aug 2018","-0.359"
"2018-08-15","15 Aug 2018","-0.362"
"2018-08-16","16 Aug 2018","-0.359"
"2018-08-17","17 Aug 2018","-0.360"
"2018-08-20","20 Aug 2018","-0.361"
"2018-08-21","21 Aug 2018","-0.363"
"2018-08-22","22 Aug 2018","-0.363"
"2018-08-23","23 Aug 2018","-0.363"
"2018-08-24","24 Aug 2018","-0.363"
"2018-08-27","27 Aug 2018","-0.363"
"2018-08-28","28 Aug 2018","-0.363"
"2018-08-29","29 Aug 2018","-0.364"
"2018-08-30","30 Aug 2018","-0.359"
"2018-08-31","31 Aug 2018","-0.342"
"2018-09-03","03 Sep 2018","-0.356"
"2018-09-04","04 Sep 2018","-0.353"
"2018-09-05","05 Sep 2018","-0.356"
"2018-09-06","06 Sep 2018","-0.357"
"2018-09-07","07 Sep 2018","-0.361"
"2018-09-10","10 Sep 2018","-0.358"
"2018-09-11","11 Sep 2018","-0.364"
"2018-09-12","12 Sep 2018","-0.371"
"2018-09-13","13 Sep 2018","-0.365"
"2018-09-14","14 Sep 2018","-0.366"
"2018-09-17","17 Sep 2018","-0.366"
"2018-09-18","18 Sep 2018","-0.367"
"2018-09-19","19 Sep 2018","-0.365"
"2018-09-20","20 Sep 2018","-0.366"
"2018-09-21","21 Sep 2018","-0.367"
"2018-09-24","24 Sep 2018","-0.366"
"2018-09-25","25 Sep 2018","-0.367"
"2018-09-26","26 Sep 2018","-0.367"
"2018-09-27","27 Sep 2018","-0.365"
"2018-09-28","28 Sep 2018","-0.351"
"2018-10-01","01 Oct 2018","-0.363"
"2018-10-02","02 Oct 2018","-0.365"
"2018-10-03","03 Oct 2018","-0.365"
"2018-10-04","04 Oct 2018","-0.364"
"2018-10-05","05 Oct 2018","-0.362"
"2018-10-08","08 Oct 2018","-0.365"
"2018-10-09","09 Oct 2018","-0.365"
"2018-10-10","10 Oct 2018","-0.367"
"2018-10-11","11 Oct 2018","-0.366"
"2018-10-12","12 Oct 2018","-0.368"
"2018-10-15","15 Oct 2018","-0.369"
"2018-10-16","16 Oct 2018","-0.370"
"2018-10-17","17 Oct 2018","-0.371"
